network_id,network_name,station_number,station_name,lat,lon,epic_dist_km,fault_dist_km,pga_g,pgv_cms,pgd_cm,sa_0p3_g,sa_1p0_g,sa_3p0_g,struct_apk_g,label_damage_state
AZ,NSMP,14179,Charminar Heritage Site,25.11916,-99.17329,29.4,,0.21,8.28,0.5,0.284,0.027,0.003,,Moderate
CE,IGPP,14180,Hampi Virupaksha Temple Heritage Site,11.62679,-27.29426,47.2,,0.243,9.49,0.3,0.393,0.057,0.005,,Moderate
CE,CGS,14181,Kyoto Temples Japan Heritage Site,39.37912,-69.46818,44.7,,0.23,7.84,0.7,0.235,0.035,0.003,,Moderate
NP,CGS,14182,Alhambra Spain Heritage Site,11.01632,55.19807,5.5,,0.179,8.77,0.4,0.209,0.051,0.006,,Moderate
CE,CGS,14183,Cluny Abbey France Heritage Site,35.10643,2.63528,52.3,,0.211,5.16,0.4,0.281,0.023,0.004,,Moderate
CE,SCSN,14184,Sigiriya Sri Lanka Heritage Site,35.03084,18.54927,28.1,,0.236,7.35,0.4,0.376,0.058,0.006,,Moderate
CI,SCSN,14185,Teotihuacan Mexico Heritage Site,25.20224,-47.68329,54.1,,0.165,8.27,0.5,0.184,0.048,0.004,,Moderate
AZ,SCSN,14186,Luxor Temple Egypt Heritage Site,32.05191,-93.52774,42.6,,0.156,8.35,0.5,0.241,0.022,0.005,,Moderate
CE,CGS,14187,Moai Statues Easter Island Heritage Site,30.07132,91.4161,48.2,,0.169,5.83,0.6,0.175,0.05,0.005,,Moderate
AZ,SCSN,14188,Mont Saint-Michel France Heritage Site,32.2203,-45.36848,44.4,,0.238,9.11,0.4,0.236,0.05,0.005,,Moderate
NP,SCSN,14189,Stonehenge UK Heritage Site,36.03387,17.44627,43.1,,0.185,6.52,0.6,0.23,0.042,0.006,,Moderate
CE,NSMP,14190,Fatehpur Sikri Heritage Site,32.33197,-81.24677,14.1,,0.208,5,0.6,0.362,0.024,0.004,,Moderate
CI,NSMP,14191,Pyramids of Giza Egypt Heritage Site,26.64756,44.24119,25,,0.212,6.89,0.5,0.169,0.035,0.003,,Moderate
AZ,NSMP,14192,Sanchi Stupa Heritage Site,24.27494,-50.38251,56.5,,0.163,7.61,0.8,0.224,0.038,0.002,,Moderate
CE,IGPP,14193,Red Fort Delhi Heritage Site,27.40291,84.2726,13.8,,0.241,9,0.7,0.365,0.023,0.003,,Moderate
NP,NSMP,14194,Bagan Myanmar Heritage Site,17.05687,-15.58385,10.7,,0.173,6.95,0.8,0.172,0.022,0.008,,Moderate
CI,NSMP,14195,Edinburgh Castle Heritage Site,36.83901,-1.21707,32.5,,0.193,7.79,0.5,0.319,0.069,0.008,,Moderate
CE,IGPP,14196,Great Wall China Heritage Site,35.98397,-14.39934,54.5,,0.201,7.12,0.7,0.304,0.045,0.005,,Moderate
CI,SCSN,14197,Moai Statues Easter Island Heritage Site,25.46515,-8.7457,36.7,,0.245,7.13,0.8,0.242,0.026,0.003,,Moderate
CE,NSMP,14198,Notre Dame Cathedral Paris Heritage Site,10.54608,36.9544,24.6,,0.164,7.85,0.7,0.382,0.055,0.003,,Moderate
NP,NSMP,14199,Nalanda University Heritage Site,18.04374,-6.92999,45.6,,0.167,9.94,0.4,0.337,0.04,0.006,,Moderate
CE,IGPP,14200,Petra Jordan Heritage Site,10.57498,59.72665,52.2,,0.192,5.61,0.4,0.232,0.026,0.007,,Moderate
CI,NSMP,14201,Cluny Abbey France Heritage Site,32.36984,-81.76449,55.7,,0.196,6.21,0.5,0.353,0.031,0.003,,Moderate
NP,IGPP,14202,Moai Statues Easter Island Heritage Site,23.41399,-94.78425,25.2,,0.187,8.64,0.4,0.272,0.061,0.002,,Moderate
CE,SCSN,14203,Golden Temple Amritsar Heritage Site,33.16797,-104.57089,43.5,,0.23,5.8,0.3,0.197,0.025,0.007,,Moderate
NP,SCSN,14204,Acropolis Athens Heritage Site,17.22964,-15.60286,44.5,,0.242,8.11,0.5,0.277,0.03,0.004,,Moderate
NP,CGS,14205,Cluny Abbey France Heritage Site,38.18399,-60.2215,11.8,,0.186,6.64,0.6,0.231,0.063,0.004,,Moderate
CE,NSMP,14206,Chichen Itza Mexico Heritage Site,38.85176,90.75743,12.3,,0.2,9.31,0.5,0.221,0.036,0.005,,Moderate
CE,CGS,14207,Sigiriya Sri Lanka Heritage Site,13.992,-104.08048,21.3,,0.201,9.99,0.6,0.284,0.03,0.006,,Moderate
CI,IGPP,14208,Bagan Myanmar Heritage Site,12.10653,7.91867,36.4,,0.163,6.34,0.7,0.25,0.043,0.004,,Moderate
CE,SCSN,14209,Acropolis Athens Heritage Site,33.63745,-119.71713,38.1,,0.212,5.49,0.5,0.2,0.027,0.005,,Moderate
CI,SCSN,14210,Brihadeeswarar Temple Heritage Site,33.49379,-100.96331,43.3,,0.177,7.1,0.7,0.177,0.06,0.003,,Moderate
CI,NSMP,14211,Edinburgh Castle Heritage Site,10.64446,-29.09938,17.1,,0.151,5.85,0.7,0.274,0.054,0.006,,Moderate
CE,CGS,14212,Chichen Itza Mexico Heritage Site,30.26776,44.41658,22.7,,0.233,8.18,0.4,0.274,0.049,0.007,,Moderate
CE,SCSN,14213,St. Basil's Cathedral Moscow Heritage Site,25.37326,69.69036,12.1,,0.224,5.8,0.5,0.265,0.036,0.004,,Moderate
CE,CGS,14214,Edinburgh Castle Heritage Site,37.62889,-44.56862,32.9,,0.184,9.63,0.3,0.282,0.029,0.006,,Moderate
CE,CGS,14215,Petra Jordan Heritage Site,34.54328,22.20556,35.8,,0.204,5.89,0.4,0.188,0.03,0.004,,Moderate
CI,NSMP,14216,Moai Statues Easter Island Heritage Site,17.4598,-49.81631,37,,0.211,8.08,0.4,0.231,0.049,0.003,,Moderate
NP,IGPP,14217,Brihadeeswarar Temple Heritage Site,24.8192,19.65121,22.7,,0.156,6.9,0.5,0.308,0.067,0.006,,Moderate
CI,NSMP,14218,Pyramids of Giza Egypt Heritage Site,34.91489,-2.19782,48.2,,0.225,8.54,0.8,0.31,0.043,0.005,,Moderate
AZ,CGS,14219,Qutub Minar Heritage Site,36.80694,-83.99193,57.4,,0.214,7.5,0.5,0.281,0.061,0.004,,Moderate
CI,NSMP,14220,Mount Fuji Japan Heritage Site,24.13399,-44.15698,58.4,,0.211,8.83,0.6,0.388,0.068,0.004,,Moderate
CI,SCSN,14221,St. Basil's Cathedral Moscow Heritage Site,32.18546,45.60931,14.8,,0.204,6.44,0.4,0.151,0.062,0.006,,Moderate
AZ,NSMP,14222,Mount Fuji Japan Heritage Site,22.79512,15.73455,16.5,,0.155,8.66,0.5,0.233,0.039,0.007,,Moderate
AZ,IGPP,14223,Ajanta Caves Heritage Site,22.69575,-60.12293,33.3,,0.207,8.08,0.5,0.177,0.039,0.006,,Moderate
CE,SCSN,14224,Ellora Kailasa Temple Heritage Site,22.76359,55.75023,33.7,,0.205,7.83,0.5,0.223,0.023,0.007,,Moderate
CI,CGS,14225,Charminar Heritage Site,34.45049,-28.14562,23,,0.188,6.72,0.4,0.192,0.034,0.006,,Moderate
NP,IGPP,14226,Konark Sun Temple Heritage Site,10.08964,-75.53397,7.1,,0.378,18.33,1.1,0.577,0.046,0.005,,High
CE,IGPP,14227,Mount Kailash Heritage Site,22.98859,-48.30524,11.4,,0.405,19.13,0.7,0.347,0.053,0.009,,High
AZ,NSMP,14228,Taj Mahal Heritage Site,12.35143,-71.64913,15.8,,0.29,17.05,0.6,0.457,0.049,0.009,,High
CI,CGS,14229,Mount Kailash Heritage Site,31.63921,-4.79127,33.3,,0.448,14.63,0.9,0.262,0.079,0.005,,High
CI,SCSN,14230,Machu Picchu Peru Heritage Site,29.91072,-45.12766,15.4,,0.296,16.08,1,0.405,0.077,0.009,,High
NP,SCSN,14231,Sigiriya Sri Lanka Heritage Site,11.15154,-60.0502,29.8,,0.426,15.39,0.7,0.599,0.069,0.004,,High
NP,CGS,14232,Tikal Guatemala Heritage Site,13.99902,30.20397,25.6,,0.274,16.13,0.5,0.564,0.049,0.009,,High
CI,NSMP,14233,Mount Fuji Japan Heritage Site,13.27944,-41.15861,55.3,,0.387,12.73,0.9,0.312,0.072,0.009,,High
NP,NSMP,14234,Canterbury Cathedral UK Heritage Site,15.49151,-26.23817,21.5,,0.321,10.86,1.1,0.353,0.063,0.01,,High
CE,IGPP,14235,Brihadeeswarar Temple Heritage Site,11.94602,-39.84319,28.4,,0.268,14.45,1.4,0.347,0.055,0.005,,High
AZ,SCSN,14236,Teotihuacan Mexico Heritage Site,23.00646,-9.64586,25.5,,0.257,10.74,0.8,0.484,0.077,0.008,,High
NP,IGPP,14237,Red Fort Delhi Heritage Site,26.72024,-43.17767,27.1,,0.42,10.32,1.2,0.48,0.055,0.004,,High
CI,SCSN,14238,Bagan Myanmar Heritage Site,17.95913,34.24887,57.9,,0.444,19.03,1.2,0.454,0.076,0.008,,High
AZ,IGPP,14239,Cluny Abbey France Heritage Site,34.84453,84.40536,26.5,,0.327,11.82,0.6,0.433,0.076,0.005,,High
CI,NSMP,14240,Qutub Minar Heritage Site,27.39638,30.46869,25.7,,0.431,11.08,0.9,0.495,0.057,0.009,,High
AZ,CGS,14241,Pyramids of Giza Egypt Heritage Site,13.24298,-52.2479,52.2,,0.332,15.87,1.2,0.452,0.067,0.009,,High
CI,CGS,14242,Taj Mahal Heritage Site,29.05169,-115.75414,58.1,,0.285,19.36,0.9,0.561,0.045,0.007,,High
CI,NSMP,14243,Golden Temple Amritsar Heritage Site,37.08903,76.61745,25.3,,0.31,15.06,1.2,0.539,0.042,0.007,,High
AZ,NSMP,14244,Kyoto Temples Japan Heritage Site,27.50852,35.54271,27.7,,0.272,15.88,0.7,0.326,0.05,0.005,,High
CE,SCSN,14245,Cluny Abbey France Heritage Site,35.72275,-27.3496,12.4,,0.369,19.27,1.3,0.258,0.047,0.005,,High
AZ,IGPP,14246,Stonehenge UK Heritage Site,13.58295,91.85642,40.1,,0.335,12.21,0.8,0.559,0.075,0.007,,High
CI,NSMP,14247,Golden Temple Amritsar Heritage Site,37.68088,24.08439,27.9,,0.298,19.93,1.1,0.437,0.05,0.008,,High
CE,IGPP,14248,Angkor Wat Cambodia Heritage Site,37.03347,77.46937,26.3,,0.289,15.33,1.5,0.402,0.049,0.008,,High
CE,IGPP,14249,Red Fort Delhi Heritage Site,37.14042,4.39224,36.7,,0.312,19.22,0.6,0.301,0.072,0.005,,High
AZ,CGS,14250,Colosseum Rome Heritage Site,25.48215,-65.91138,22.3,,0.341,16.7,0.6,0.508,0.044,0.007,,High
CE,IGPP,14251,Petra Jordan Heritage Site,29.38293,-85.44496,39.7,,0.368,19.75,1,0.553,0.076,0.008,,High
CI,IGPP,14252,Taj Mahal Heritage Site,36.89406,-42.67395,25.3,,0.265,10.1,1.3,0.293,0.043,0.006,,High
NP,SCSN,14253,St. Basil's Cathedral Moscow Heritage Site,20.63661,95.54726,8.1,,0.361,10.7,0.6,0.426,0.066,0.01,,High
CE,SCSN,14254,Bagan Myanmar Heritage Site,10.82468,69.61642,51.1,,0.342,13.92,1.5,0.542,0.072,0.006,,High
AZ,NSMP,14255,Acropolis Athens Heritage Site,33.05681,-86.67825,23.7,,0.348,13.96,0.9,0.382,0.065,0.006,,High
NP,CGS,14256,Machu Picchu Peru Heritage Site,37.80086,-14.61716,14.6,,0.369,16.22,1,0.522,0.063,0.005,,High
CI,NSMP,14257,Ajanta Caves Heritage Site,16.53073,-77.59607,36.7,,0.33,13.13,0.9,0.586,0.068,0.007,,High
NP,NSMP,14258,Leaning Tower of Pisa Heritage Site,27.30024,95.97535,15.3,,0.375,17.54,1,0.362,0.042,0.008,,High
CI,CGS,14259,Leaning Tower of Pisa Heritage Site,38.06296,-16.11365,8.8,,0.279,11.19,0.9,0.566,0.066,0.01,,High
CE,SCSN,14260,Tower of London UK Heritage Site,16.46741,68.68667,23.4,,0.337,14.93,1.2,0.538,0.053,0.01,,High
CE,SCSN,14261,Mont Saint-Michel France Heritage Site,12.97145,80.18562,16.1,,0.316,13.19,1.2,0.346,0.042,0.01,,High
CI,NSMP,14262,Mount Fuji Japan Heritage Site,29.87499,63.14346,55.4,,0.257,16.97,0.7,0.473,0.053,0.009,,High
NP,NSMP,14263,Sun Temple Modhera Heritage Site,30.61893,-18.82778,18.1,,0.299,16.61,0.7,0.352,0.063,0.007,,High
CI,SCSN,14264,Luxor Temple Egypt Heritage Site,23.86309,1.26823,51,,0.352,18.88,0.7,0.339,0.075,0.008,,High
CI,NSMP,14265,Great Wall China Heritage Site,32.92909,-105.29501,52.7,,0.305,19.91,0.7,0.55,0.05,0.006,,High
CI,IGPP,14266,St. Basil's Cathedral Moscow Heritage Site,19.458,-109.83251,59.2,,0.259,10.72,1.5,0.596,0.079,0.004,,High
NP,IGPP,14267,Great Zimbabwe Ruins Heritage Site,38.16007,-97.28095,27.5,,0.446,15.6,1,0.518,0.051,0.008,,High
AZ,SCSN,14268,Hampi Virupaksha Temple Heritage Site,23.15488,-43.50643,12.7,,0.371,11.18,0.7,0.297,0.059,0.004,,High
CI,IGPP,14269,Ellora Kailasa Temple Heritage Site,11.83966,94.36239,58.9,,0.354,13.37,0.6,0.486,0.05,0.008,,High
CI,NSMP,14270,St. Basil's Cathedral Moscow Heritage Site,39.45454,87.61227,11.1,,0.377,13.94,0.8,0.537,0.077,0.01,,High
CE,SCSN,14271,Konark Sun Temple Heritage Site,32.12075,-21.32083,32.1,,0.32,15.97,1.3,0.534,0.075,0.01,,High
NP,SCSN,14272,Tower of London UK Heritage Site,27.40673,-4.80112,51.9,,0.426,13.11,1.4,0.336,0.048,0.008,,High
CE,NSMP,14273,Angkor Wat Cambodia Heritage Site,26.09356,-50.45317,59.1,,0.44,17.05,0.7,0.446,0.04,0.01,,High
AZ,SCSN,14274,Mount Kailash Heritage Site,29.70516,9.24639,56.1,,0.429,15.72,1.1,0.581,0.068,0.007,,High
CE,IGPP,14275,Golden Temple Amritsar Heritage Site,18.65114,-89.39258,21.9,,0.3,14.97,0.9,0.391,0.07,0.01,,High
NP,NSMP,14276,Mount Kailash Heritage Site,11.14467,0.9011,17.2,,0.296,13.2,1,0.385,0.059,0.004,,High
NP,SCSN,14277,Notre Dame Cathedral Paris Heritage Site,20.79897,87.55434,49.3,,0.339,19.27,0.8,0.332,0.064,0.006,,High
AZ,IGPP,14278,Teotihuacan Mexico Heritage Site,20.33153,95.35094,35.4,,0.354,16.89,1.3,0.498,0.068,0.005,,High
NP,CGS,14279,Notre Dame Cathedral Paris Heritage Site,22.13725,12.50855,16.7,,0.445,17,1.3,0.353,0.041,0.005,,High
CI,CGS,14280,Tower of London UK Heritage Site,15.95947,-54.92854,39.5,,0.348,13.26,0.8,0.447,0.073,0.008,,High
NP,SCSN,14281,Khajuraho Temples Heritage Site,26.76344,-0.49001,27,,0.302,16.41,1.4,0.593,0.076,0.008,,High
NP,NSMP,14282,Hagia Sophia Turkey Heritage Site,11.79251,-14.48184,31.4,,0.256,14.9,0.7,0.379,0.061,0.009,,High
CI,CGS,14283,Fatehpur Sikri Heritage Site,22.78634,-11.51832,44.1,,0.42,15.84,1.3,0.497,0.05,0.006,,High
CI,SCSN,14284,Bagan Myanmar Heritage Site,35.47307,29.82376,14.9,,0.39,14,1.2,0.383,0.05,0.003,,High
NP,SCSN,14285,Leaning Tower of Pisa Heritage Site,39.27592,-20.54214,18.1,,0.446,17.12,0.8,0.539,0.054,0.007,,High
AZ,IGPP,14286,Karnak Temple Egypt Heritage Site,11.03383,-99.50799,37.3,,0.265,13.36,1.2,0.347,0.058,0.006,,High
CI,CGS,14287,Eiffel Tower Paris Heritage Site,39.75461,-117.21549,56,,0.331,16.13,1.3,0.449,0.066,0.007,,High
NP,IGPP,14288,Pyramids of Giza Egypt Heritage Site,17.03386,12.17126,43.7,,0.315,17.11,1.4,0.358,0.076,0.006,,High
CI,IGPP,14289,Canterbury Cathedral UK Heritage Site,37.59504,-105.99598,31.4,,0.281,19.76,0.6,0.372,0.041,0.009,,High
NP,NSMP,14290,Acropolis Athens Heritage Site,12.51585,-60.08964,47.5,,0.348,11.5,1.5,0.585,0.078,0.003,,High
AZ,SCSN,14291,Moai Statues Easter Island Heritage Site,19.50537,90.99239,38.8,,0.438,16.5,1.3,0.573,0.063,0.006,,High
NP,IGPP,14292,Machu Picchu Peru Heritage Site,18.62677,-108.78753,37,,0.271,14.33,1.5,0.479,0.044,0.01,,High
AZ,IGPP,14293,Red Fort Delhi Heritage Site,26.70853,82.89633,52.4,,0.422,11.06,0.5,0.566,0.058,0.005,,High
CE,IGPP,14294,Bagan Myanmar Heritage Site,37.05819,-118.08998,53.5,,0.386,12.65,0.7,0.529,0.061,0.008,,High
AZ,IGPP,14295,St. Basil's Cathedral Moscow Heritage Site,18.48698,0.31167,16.3,,0.295,12.21,1.2,0.489,0.077,0.005,,High
CI,SCSN,14296,Sigiriya Sri Lanka Heritage Site,12.04469,-8.35599,17.6,,0.388,10.83,1,0.288,0.073,0.01,,High
CI,IGPP,14297,Great Zimbabwe Ruins Heritage Site,23.93309,-2.13491,34.2,,0.271,10.93,1,0.451,0.073,0.006,,High
AZ,IGPP,14298,Notre Dame Cathedral Paris Heritage Site,24.10601,-12.46407,6.5,,0.254,14.81,1.1,0.418,0.078,0.009,,High
NP,NSMP,14299,Brihadeeswarar Temple Heritage Site,32.83101,-28.07338,53.2,,0.347,12.86,0.7,0.596,0.049,0.01,,High
CI,IGPP,14300,St. Basil's Cathedral Moscow Heritage Site,33.57205,11.02559,36.5,,0.31,12.94,0.7,0.448,0.075,0.008,,High
CI,CGS,16001,Colosseum Rome Heritage Site,10.87202,-89.5706,16.4,,0.031,1.84,0.1,0.146,0.023,0.003,,None
CE,NSMP,16002,Mahabalipuram Shore Temple Heritage Site,14.25703,-14.40143,20.5,,0.035,0.94,0.2,0.043,0.018,0.002,,None
CI,IGPP,16003,Tower of London UK Heritage Site,36.00814,-114.72971,30.9,,0.045,0.96,0.1,0.084,0.027,0.003,,None
AZ,CGS,16004,Mount Kailash Heritage Site,29.99251,9.69438,31.2,,0.026,1.54,0.4,0.117,0.022,0.001,,None
AZ,CGS,16005,Eiffel Tower Paris Heritage Site,19.45019,84.21399,15.6,,0.016,1.82,0.2,0.049,0.007,0.001,,None
CI,CGS,16006,Angkor Wat Cambodia Heritage Site,15.64746,77.97613,25.3,,0.039,1.2,0.1,0.118,0.025,0.001,,None
AZ,NSMP,16007,Great Wall China Heritage Site,18.71139,40.19692,51.9,,0.033,1.23,0.2,0.065,0.029,0.001,,None
NP,SCSN,16008,Eiffel Tower Paris Heritage Site,10.34608,98.59765,46.6,,0.031,1.17,0.2,0.005,0.011,0.002,,None
AZ,IGPP,16009,Red Fort Delhi Heritage Site,20.02567,-11.79553,39,,0.034,1.96,0.4,0.107,0.006,0.001,,None
NP,NSMP,16010,Chichen Itza Mexico Heritage Site,25.55925,30.91331,9.2,,0.036,1.51,0.3,0.093,0.014,0.001,,None
AZ,CGS,16011,Petra Jordan Heritage Site,33.31301,42.29117,40.1,,0.018,1.1,0.2,0.104,0.021,0.002,,None
AZ,CGS,16012,Pyramids of Giza Egypt Heritage Site,25.78375,36.88905,11,,0.012,0.56,0.4,0.146,0.011,0.001,,None
CI,NSMP,16013,Red Fort Delhi Heritage Site,17.26315,-65.15017,55.9,,0.034,1.23,0.1,0.05,0.025,0.002,,None
NP,CGS,16014,Versailles Palace France Heritage Site,34.67033,99.3259,56.6,,0.014,0.92,0.2,0.008,0.015,0.002,,None
CE,CGS,16015,Prambanan Indonesia Heritage Site,24.36312,89.85133,57.3,,0.018,0.99,0.2,0.112,0.002,0,,None
NP,CGS,16016,Jaisalmer Fort Heritage Site,16.33624,79.59837,55.3,,0.018,1.96,0.3,0.111,0.012,0.002,,None
CE,IGPP,16017,Khajuraho Temples Heritage Site,15.16467,46.67127,49.8,,0.011,1.6,0.1,0.129,0.016,0.004,,None
NP,IGPP,16018,Tikal Guatemala Heritage Site,39.80781,-92.02446,36.8,,0.049,0.78,0.4,0.047,0.019,0.004,,None
CI,SCSN,16019,Bagan Myanmar Heritage Site,10.18303,-42.39638,28.2,,0.014,1.92,0.2,0.033,0.004,0.002,,None
CI,CGS,16020,Fatehpur Sikri Heritage Site,13.90581,21.81485,54.7,,0.012,1.39,0.3,0.008,0.024,0.002,,None
CE,CGS,16021,Great Wall China Heritage Site,28.71946,11.7629,30.8,,0.012,1.81,0.2,0.007,0.004,0.001,,None
CI,NSMP,16022,Teotihuacan Mexico Heritage Site,19.85215,58.0276,22.1,,0.038,1.25,0.3,0.067,0.017,0.001,,None
NP,SCSN,16023,Sun Temple Modhera Heritage Site,27.12235,31.25648,30,,0.044,1.28,0.2,0.133,0.03,0.003,,None
CE,SCSN,16024,Borobudur Indonesia Heritage Site,35.42309,-96.87786,27,,0.024,1.97,0.3,0.087,0.005,0,,None
CI,SCSN,16025,Karnak Temple Egypt Heritage Site,15.27595,-32.46258,35.3,,0.045,1.66,0.2,0.056,0.004,0.002,,None
CE,IGPP,16026,Canterbury Cathedral UK Heritage Site,20.81033,-52.61586,49.3,,0.024,0.86,0.1,0.121,0.021,0.003,,None
NP,IGPP,16027,Karnak Temple Egypt Heritage Site,28.22065,95.54883,16.1,,0.048,0.74,0.3,0.053,0.009,0.002,,None
AZ,SCSN,16028,Ajanta Caves Heritage Site,28.86849,79.21228,26.8,,0.024,1.12,0.1,0.05,0.024,0.003,,None
CI,IGPP,16029,Blue Mosque Istanbul Heritage Site,17.34111,98.24655,9.3,,0.043,1.82,0.3,0.023,0.001,0.003,,None
CE,SCSN,16030,Fatehpur Sikri Heritage Site,35.03272,-76.89722,15.1,,0.049,0.81,0.3,0.107,0.028,0.003,,None
CE,NSMP,16031,Brihadeeswarar Temple Heritage Site,10.37994,-89.2437,15.1,,0.045,0.55,0.2,0.079,0.029,0.002,,None
CI,SCSN,16032,Fatehpur Sikri Heritage Site,22.56229,-97.2992,23.8,,0.033,1.74,0.2,0.063,0.019,0.003,,None
AZ,SCSN,16033,Versailles Palace France Heritage Site,31.91288,45.51164,24.8,,0.014,1.19,0.4,0.067,0.019,0.001,,None
AZ,CGS,16034,Pyramids of Giza Egypt Heritage Site,23.89725,-42.67266,45.6,,0.013,1.49,0.3,0.073,0.001,0.002,,None
AZ,NSMP,16035,Moai Statues Easter Island Heritage Site,15.16432,-40.50253,48.6,,0.028,1.98,0.2,0.048,0.026,0.001,,None
CE,IGPP,16036,Taj Mahal Heritage Site,27.0891,-89.26727,8.7,,0.045,1.48,0.2,0.083,0.022,0.004,,None
AZ,NSMP,16037,Colosseum Rome Heritage Site,24.70796,-109.69562,44.7,,0.018,1.91,0.1,0.041,0.008,0.001,,None
AZ,SCSN,16038,Eiffel Tower Paris Heritage Site,26.90468,33.68985,27.2,,0.018,1.12,0.3,0.04,0.009,0.003,,None
CE,CGS,16039,Notre Dame Cathedral Paris Heritage Site,13.26518,76.59775,12.5,,0.043,1.55,0.2,0.01,0.001,0.004,,None
CI,IGPP,16040,Brihadeeswarar Temple Heritage Site,26.88597,-40.79928,16,,0.049,1.52,0.3,0.034,0.02,0.002,,None
NP,SCSN,16041,Ajanta Caves Heritage Site,10.52729,-90.94529,33.2,,0.033,0.69,0.2,0.107,0.014,0.002,,None
CE,SCSN,16042,Great Wall China Heritage Site,18.46163,-57.39813,49.3,,0.018,1.69,0.3,0.033,0.003,0.001,,None
AZ,SCSN,16043,Hampi Virupaksha Temple Heritage Site,37.02851,34.71635,33.7,,0.013,1.65,0.1,0.098,0.023,0.001,,None
CE,SCSN,16044,Konark Sun Temple Heritage Site,26.86068,-81.445,51.1,,0.037,1.88,0.2,0.126,0.011,0.002,,None
CI,IGPP,16045,Alhambra Spain Heritage Site,13.25306,61.69915,5.5,,0.019,0.88,0.1,0.059,0.009,0.002,,None
AZ,CGS,16046,Edinburgh Castle Heritage Site,36.47521,-106.38753,44.7,,0.012,0.84,0.2,0.101,0.017,0,,None
NP,CGS,16047,Ajanta Caves Heritage Site,39.32243,30.91092,23.3,,0.023,1.49,0.4,0.078,0.009,0.004,,None
AZ,SCSN,16048,Sigiriya Sri Lanka Heritage Site,34.89476,-83.36091,47.1,,0.021,0.7,0.2,0.046,0.007,0.001,,None
CI,IGPP,16049,St. Basil's Cathedral Moscow Heritage Site,39.17364,34.18567,41.8,,0.016,0.78,0.3,0.042,0.013,0,,None
NP,SCSN,16050,Red Fort Delhi Heritage Site,13.69266,59.48888,21.9,,0.017,1.39,0.3,0.133,0.022,0.004,,None
AZ,CGS,16051,Notre Dame Cathedral Paris Heritage Site,13.79573,8.215,43.1,,0.015,1.83,0.4,0.109,0.027,0,,None
NP,IGPP,16052,Red Fort Delhi Heritage Site,34.67035,-96.34397,34.1,,0.042,0.74,0.3,0.05,0.021,0.001,,None
CI,IGPP,16053,Kyoto Temples Japan Heritage Site,18.1621,-104.5442,49.1,,0.012,1.53,0.4,0.099,0.016,0.001,,None
NP,SCSN,16054,Brihadeeswarar Temple Heritage Site,15.45721,36.44239,29.1,,0.031,1.22,0.3,0.023,0.003,0.003,,None
CI,IGPP,16055,Jaisalmer Fort Heritage Site,39.14558,-19.69976,20.2,,0.033,1.91,0.3,0.007,0.001,0,,None
CI,SCSN,16056,Alhambra Spain Heritage Site,10.73704,52.80192,57.9,,0.021,1.16,0.3,0.096,0.008,0.003,,None
AZ,SCSN,16057,Angkor Thom Cambodia Heritage Site,10.36343,47.9542,57.1,,0.026,0.57,0.3,0.012,0,0,,None
CI,NSMP,16058,Somnath Temple Heritage Site,15.62165,12.26343,50.6,,0.045,0.76,0.1,0.083,0.027,0.001,,None
CI,CGS,16059,Mont Saint-Michel France Heritage Site,21.42525,53.58227,26.1,,0.04,0.98,0.3,0.005,0.03,0.002,,None
AZ,NSMP,16060,Bagan Myanmar Heritage Site,25.28884,-19.87963,12.7,,0.028,1,0.4,0.048,0.025,0,,None
NP,CGS,16061,Hagia Sophia Turkey Heritage Site,26.1997,8.21716,5.6,,0.044,1.48,0.4,0.131,0.007,0.002,,None
NP,IGPP,16062,Shwedagon Pagoda Myanmar Heritage Site,38.30376,-69.05581,58.2,,0.049,0.68,0.4,0.021,0.019,0.004,,None
AZ,IGPP,16063,Colosseum Rome Heritage Site,16.46384,77.04257,44.4,,0.045,1.5,0.3,0.021,0.008,0.001,,None
CE,IGPP,16064,Ellora Kailasa Temple Heritage Site,17.43818,-28.77609,50.9,,0.021,1.45,0.2,0.105,0.009,0.002,,None
CI,SCSN,16065,Qutub Minar Heritage Site,32.27816,91.7878,33.2,,0.027,1.95,0.4,0.105,0.016,0.003,,None
AZ,IGPP,16066,Mount Kailash Heritage Site,20.23265,-113.72343,36.3,,0.033,1.46,0.4,0.101,0.003,0.004,,None
CI,IGPP,16067,Fatehpur Sikri Heritage Site,15.22311,-83.43238,47.6,,0.026,0.85,0.3,0.079,0.001,0.001,,None
AZ,CGS,16068,Petra Jordan Heritage Site,21.35856,-99.56232,23.4,,0.016,0.71,0.2,0.069,0.013,0,,None
AZ,CGS,16069,Angkor Thom Cambodia Heritage Site,24.83862,-17.17701,26.7,,0.012,0.71,0.4,0.02,0.03,0.004,,None
CI,CGS,16070,Hagia Sophia Turkey Heritage Site,25.41423,79.44991,11.8,,0.046,0.78,0.2,0.109,0.015,0.004,,None
NP,SCSN,16071,Moai Statues Easter Island Heritage Site,26.53792,25.70123,28.3,,0.042,0.78,0.1,0.03,0.001,0.001,,None
CI,SCSN,16072,Canterbury Cathedral UK Heritage Site,11.22813,98.48607,59.7,,0.04,0.76,0.2,0.088,0.019,0.003,,None
CI,IGPP,16073,Leaning Tower of Pisa Heritage Site,28.60182,-68.38843,52.2,,0.033,1.79,0.2,0.078,0.003,0.003,,None
